buyer_name,invoice_date,supplier_name,items_description,Department,bbbee_status,order_amount_zar
Brand South Africa,2020-07-10,Dataproof (Pty) Ltd,Appointment as a service provider for it security servies for a period of three (3) years,IT Department,Level 1,3368217.65
