Health 1,,Masks,Mask jie,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R27,60 500000","R13 800 000,00 | EGS",,,,
Health,,iti,Disi,Sanitizer/ Disi,,Single Unit,"R91,00 40000","R3 640 000,00 Trading (Pty) Ltd",,,,
Health,,Tr,Ti Digital,Digital Body Th,,Single Unit,"R941,00 700","R658 700,00 _| Alframed Pty (Ltd)",,,,
Health 2020/04/24,,| Gloves,Gloves: Cuffdength,High Risk | Gloves: Cuff-length High Risk,,Box,"R2,43 100000","R242 720,00 SA Health Protecting Services CC",,,,
Health 2020/04/04 |,,Gloves,Gloves: Cuffdength,High Risk | Gloves: Cuff-length High Risk,,Box,"R2,63 30000","R79 020,00 SA Health Protecting Services CC",,,,
Health 2020/04/04 |,,Gloves,Gloves: Cuffdength,High Risk | Gloves: Cuff-length High Risk,,Box,R243 15000,"R36 408,00 SA Health Protecting Services CC",,,,
Health 2020/04/04,,| Masks,Mask jie,‘Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R21,85 200000","R4 370 000,00 | Cum Laude Consult",,,,
Health 2020/04/04,,| PPE,Gowns: Surgical,Surgical Gown,,Single Unit,"R37,95 16150","R612 892,50 Sebenzani Trading 622 CC",,,,
Health 2020/04/04,,| Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R15,00 200000","R3 000 000,00 | NYI Logistics",,,,
Health 2020/04/04,,| PPE,Coveralls,Coveralls,,Single Unit,"450,00 1637","R736 650,00 Unitrade",,,,
Health 2020/04/04,,| PPE,Coveralls,Coveralls,,Single Unit,"R450,00 2393","R1 076 850,00 | Unitrade",,,,
Health 2020/04/04,,| PPE,Coveralls,Coveralls  Single Unit,,,"R450,00 2244","R1 009 800,00  | Unitrade",,,,
Health 2020/04/03,,| Masks,Mask,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R24,50 100000","R2 450 000,00 | Ithoshl t Solutions",,,,
Health 2020/04/03,,| Masks,Mask ji,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R24,70 100000","R2 470 000,00 | Nondlu C",,,,
Health 2020/04/03,,| Masks,Mask,‘Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R17,00 200000","R3 400 000,00 | Petroright LTD",,,,
Health 2020/04/03,,| Masks,Mask ji,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R19,00 200000","R3 800 000,00 | Orap Medical Supplies",,,,
Health,,,Disinfectar,Sanitizer/ Dish,,Single Unit,"R45,00 20000","R900 000,00 Mafinikio Capital Investmer",,,,
Health 2020/04/03,,| Masks,Mask jie,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R14,00 4ococo","R5 600 000,00 | Accass Medical (Pty)",,,,
Health 2020/04/08 =| Masks,,,Mask jie,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R24,60 200000","R4 920 000,00 it",,,,
Health 2020/04/03,,| Masks,Respirator,Particulate Respirator (Mask) NO5/FFP2,,Case,"R6,94 1000020","R6 937 924,97 | O and M Halyard South Africa",,,,
Health 2020/04/08,,| Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R24,50 100000","R2 450 000,00 | Ezombuso Group",,,,
Health 2020/04/20 |,,Biohazard,Biohazard Bags,Biohazard Bag,,Single Unit,"R11,84 20000","R236 800,00 Buhle Waste",,,,
Health 2020/04/07 | PPE,,,Boot Covers,Boot Covers,,Packs,"RO,28 80000","R22 048,00 SA Health Protecting Services CC",,,,
Health 2020/04/08,,| Masks,Mask (Surgical),‘Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R18,50 200000","R3 700 000,00 | Dart Props",,,,
Health 2020/04/08 | Masks,,,Mask ji,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R18,98 200000","R3 795 000,00 | C ity Health",,,,
Health 2020/04/08,,| Masks,Mask,Surgical Mask - 3-Ply - Ear Loop  Single Unit,,,"R17,50 100000","R1 750 000,00 | Inqaba Medical",,,,
Health 2020/04/08 | PPE,,,Apron,Apron,,Single Unit,"RO,32 200000","R64 000,00 Central Medical",,,,
Health 2020/04/03,,| Masks,Mask (Surgical),Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R17,00 300000","R5 100 000,00 | Sebenzanl Trading cc",,,,
Health 2020/04/03 | Gloves,,,Gloves: Cufftength,High Risk | Gloves: Cuff-length High Risk,,Box,"R121,36 1000","R121 360,00 SA Health Protecting Services CC",,,,
Health 2020/04/15,,,Disinfectar,Sanitizer/ Dish,,Single Unit,"R195,50 50000","R9 775 000,00 | Pro Secure Ltd",,,,
Health 2020/04/15 | PPE,,,Coveralls,Coveralls,,Single Unit,"R358,99 107","R38 412,00 Lechoba Medical",,,,
Health 2020/04/15,,,D,Sanitizer/ DI,,Single Unit,"R105,80 50000","R5 290 000,00 | LlonBee (Pty) Ltd",,,,
Health 2020/04/15,,| Masks,Mask ji,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R20,00 200000","R4 000 000,00 | Platinum Medical and Surgical",,,,
Health 2020/04/15,,| Masks,Mask,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R20,00 200000","R4 000 000,00 | BSN Trading",,,,
Health 2020/04/15,,iti,Disi,Sanitizer? Disi,,Single Unit,"R93,18 50000","R4 659 000,00 | Andile Ruby Trading",,,,
Health 2020/04/14_|,,Masks,Respirator,Particulate Respirator (Mask) FFP1,,Single Unit,"R40,00 100000","R4 000 000,00 | Nostalgia",,,,
Health,,iti,Sanitizer,iti isi,,Single Unit,"R91,79 50000","R4 589 500,00 | Nyati Health Products",,,,
,,,,,,,,,,,,
Health,,Th,TI Digital,Digital Body Th,,Single Unit,"R2 196,50 6000","R13 179 000,00 | Good Example Trading and Projects",,,,
Health,,Masks,Mask jie,Surgical Mask - 3-Ply - Ear Loop,,Single Unit,"R12,31 500000","R6 152 500,00 | Promed ies (Pty) Ltd",,,,
Health 2020/05/12,,| PPE,Coveralls,Coveralls  Single Unit,,,"R201,25 20000","R4 025 000,00 | Logan Medical & Surgical (Pty)",Ltd,,,
Health 2020/05/12 | Gloves,,,Gloves: ination,(Latex) | Gloves: ination (Latex),,Box of 100,"R471,50 5000","R2 357 500,00 | Liamed Medical",,,,
Health 2020/05/12,,| PPE,Isolation Gown,Isolation Gown,,Single Unit,"R132,25 18194","R2 406 156,50 | Access Medical (Pty)",,,,
Health 2020/05/12 | Gloves,,,Gloves: Cuffdength,High Risk | Gloves: Cuff-length High Risk,,Box of 100,"R471,50 5000","R2 357 500,00 | Llamed Medical",,,,
Health 2020/05/12 | PPE,,,Visor/ Face-Shield,Visor! Face-Shield,,Single Unit,"R102,35 20000","R2 047 000,00 | Logan Medical & Surgical (Pty)",Ltd,,,
Health 2020/04/24 |,,Infrastructure,Qi,Quarantine Site Accommodation,,Site,"R7 436 860,71 1","R7 436 860,71 | Coastlands Durban (Pty) Ltd",,,,
,,,,,,,,,,,,
Health,,Catering,Quarantine Site,Qu ine Sita Royal Shi Catering,,Site,"RS 543 460,00 1","R5 543 460,00 | Royal Agricul Society",,,,
Health 2020/05/12 | Gloves,,,Gloves:,{Latex) | Gloves: (Latex),,Box of 100,"R25,99 20000","R519 840,00 Llamed Medical",,,,
Health,,,Quarantine,Pietermaritzburg - Doris Goodwin Hospital,,Site,"R8 581 923,00  1  R8 581","923,00 | D.Construction",,,,
Health 2020/03/11,,Infrastructure,Isolation,Richmond - Richmond Chest Hospital - Conversion,"of Wards A2, A3",and Ward B3 Site,"R61 000 000,00 | 1","R61 000 000,00 | ISU Engineering",,,,
,,,,into isolation wards.,,,,,,,,
Health 2020/03/09,,Infrastructure,Isolation,Richmond - Richmond Chest Hospital - Conversion,of Ward B2,into an isolation ward. Site,"R25 692 563,33 1","R25 692 563,33 | Highpana Projects",,,,
Health 2020/04/07,,Infrastructure,Isolation,Richmond - Richmond Chest Hospital - Conversion,"of Ward A4,",B1 and B5 into Isolation Wards | Site,"R80 000 000,00  1","R80 000 000,00  | Highpana Project s",,,,
Health 2020/03/11,,Infrastructure,Other,"Durban - Clairwood Hospital - Complete refurbishment of ward,",,"including roof, windows, Site","R80 965 509,26 1","R8O 965 509,26 | CV Projects SA",,,,
,,,,sewer and plumbing,,,,,,,,
Health 2020/03/30,,| Infrastructure,Other,Durban - Clairwood Hospital - Alterations and additions,"to wards C1, C2, FS3,",Site,"R232 437 919,91] 1","R232 437 919,91 | GVK - Siya Zama Building",,,,
,,,,"MS6, MS2, MM1 and OT",,,,Contractors (Cape) (PTY) LTD,,,,
Health 2020/04/16,,Infrastructure,Other,Scottburgh - G J Crookes Hospital - Alterations and additions to existing wards,,- Block A Site,"R36 757 495,57 1","R36 757 495,57 | RGZ Projects",,,,
Health 2020/04/15,,| Infrastructure,Other,Scottburgh - G J Crookes Hospital - Alterations and additions to existing wards Block B,,Site,"R96 982 416,76  | 1  R96 982 416,76 | RGZ Projects",,,,,
Health 2020/05/08,,Infrastructure,Other,Scottburgh - G J Crookes Hospital - Upgrade the roof and plumbing,,in matemity ward Site,"R30 000 000,00  1  R30 000 000,00  | RGZ Projects",,,,,
Health 2020/04/15,,Infrastructure,Isolation,Dundes - Dundee Hospital - Alterations to two existing wards,to create Isolation and,Site,"R28 959 989,00 1","R28 $59 989,00 | Slyaxhasana Construction cc",,,,
,,,,quarantine wards,,,,,,,,
Health 2020/04/08,,Infrastructure,Isolation,Vryheld - Slloah Lutheran Mission Hospital,- Upgrade Existing Wards,to 11 bed Isolation Ward Site,"R52 303 720,40 1","R52 303 720,40 | ENZA Construction",,,,
,,,,and upgrade exisiting Nurses Home.,,,,,,,,
Health 2020/04/08,,Infrastructure,Isolation,Ulundi - St Francis Hospital - Upgrade Existing TB Wards to Isolation Ward and Aundlarary,,Site,"R62 357 466,60 1","R62 357 466,60 | ENZA Construction",,,,
,,,,building to Quarantine Ward,,,,,,,,
,,,,,,,PRICE PER UNIT,,,,,
ening Teale Oo ee,,ay,bp),Tel,Late|,Ryef l,ESS Sate SH,BU US,,,,
,,,,,,,(it ZU,,,,,
Health 2020/03/30 | Infrastructure,,,Other Durban - Wentworth Hospital,,- Wentworth Hospital,- Alterations and additions to 2 existing Site,"R79 185 198,37 1 R79 185 198,37",| GVK - Siya Zama Building,,,,
Creche buildings and Ward,,,,,D2  Contractors (Cape) (PTY) LTD.,,,,,,,
Health 2020/04/07 Infrastructure,,,Isolation Jozin| - Mosvold Hospttal- Upgrade Existing TB Wards,,,to Isolation Ward and upgrade Existing | Site,"R46 008 786,18 1 R46 008 786,18",| SIQU Group,,,,
,,,y to Oi fine,"Ward, Fencing and",,walkways,,,,,,
,,,,,,,,,,,,
Health 2020/04/07 Infrastructure,,,Quarantine Jozin| - Bethesda Hospital,- Upgrade Existing TB Wards to Isolation Ward and upgrade,,Existing | Site,"Raa 559 491,84 1 R33 559 491,84",| SIQU Group,,,,
,,,Nurses fion,to Qi,fine,"Ward; Fencing, awning and walkways:",,,,,,
Health 2020/05/11 Infrastructure,,,Quarantine Durban - KZN Infrastructure Malntence Hub,,,- Refurbishment of existing bulldings to create Stte,"R&3 400 000,00 1 RS3 400 000,00 | Leomat JJS JV",,,,,
,,,Q ine facility,,,,,,,,,
Health 2020/04/29 Infrastructure,,,Other Pletermarttzburg - Royal Agricultural Show Grounds,,,- Temporary conversion of 4 x Exhibition | Site,"R11 000 000,00 1 R11 000 000,00 | Royal Agricultural Society",,,,,
,,,halls and provision of temporary ablution blocks,,,,,,,,,
Health 2020/03/26 Infrastructure,,,Quarantine Durban - KZN EMS College,,- Refurbishment of Staff Accommodation Phase,1 - Site,"R68 520 872,15 1 R68 520 872,15 | Leomat JJS JV",,,,,
,,,Covid-19 Q,,ine Facility,,,,,,,
Health,,,Q i Niemeyer Mem. Hospital: COVID-19: Alterati,,,and additions to existing wards Site,"R41 287 280,75 1 R41 287 290,75",| Lakeshore Trading 102,,,,
Health,,,Isolation Richmond Chest Hospital:,COVID-19 Electrical Upgrade,,Site,"R1 392 808,53 1 R1 392 808,53",| Eskom Holdings SOC Ltd,,,,
Health 2020/05/28 | Masks,,,Masks (Cloth) Face Cloth Mask - 3ply,,,Single - unit,"R15,00 50000 R750 000,00",Botlhokwa Events & Projects,,,,
Health Masks,,,Masks (Cloth) Face Cloth Mask - Sply,,,Single - unit,"R14,00 50000 R700 000,00",Fitness,,,,
Health Masks,,,Masks (Cloth) Face Cloth Mask - 3ply,,,Single - unit,"R15,00 50000 R750 000,00",Siba & Turtuse,,,,
Health Masks,,,Masks (Cloth) Face Cloth Mask - 3ply  Single,,,- unit,"R16,00 50000 R800 000,00",Prikell Clothing CC,,,,
Health 2020/06/17 | Gloves,,,Gloves: Examination (Latex) | Gloves Non-Sterile (S),,,Box /100,"R183,00 5000 R915 000,00",Sebenzani Trading 622 CC,,,,
Health 2020/06/17 | Gloves,,,Gloves: (Latex) | Gloves Non-Sterlle (M),,,Box /100,"R183,00 25000 R4575 000,00",| Sebenzanl Trading 622 CC,,,,
Health 2020/06/17 | Gloves,,,Gloves: ination (Latex) | Gloves Non-Sterile (L),,,Box /100,"R183,00 25000 R4 575 000,00",i Trading 622 CC,,,,
Health 2020/06/19 | Gloves,,,Gloves: Cuffdength High Risk | Gloves Surgical (M),,,Box /100,"R409,16 16000. R6 137 400,00",Trading 622 CC,,,,
Health 2020/06/19 | Gloves,,,Gloves: Cuffdength High Risk | Gloves Surgical (L),,,Box /100,"R409,16 15000 R6 137 400,00",i Trading 622 CC.,,,,
Health PPE,,,Apron Apron,,,Pack /100,"R15,51 3000 R46 530,00",Logan Medical Supplies,,,,
Health Gloves,,,Gloves: Cuffdength High Risk | High Risk Gloves,,,Box of 50,"R138,17 7000 R967 190,00",SA Health Protecting Services CC,,,,
Health 2020/07/14 | Masks,,,Mask Mask 3-Ply Disposible,,,Single,"R7,98 200000 R1596 000,00",| Power Energy Centre,,,,
Health 2020/07/14 | Masks,,,Mask ji Mask ical) 3-Ply Disposible,,,Single,"R7,71 200000 R1 542 000,00",Trading,,,,
Health 2020/07/14 _| Masks,,,Mask jie Mask ical) 3-Ply Disposible,,,Single,"RS5,70 200000 R1 140 000,00",indilee Ce ion and Projects,,,,
Health 2020/07/14 | Masks,,,Mask jie Mask ical) 3-Ply Disposible,,,Single,"R5,00 200000 R1000000,00",| TBE Security and Cleaning Services,,,,
Health 2020/07/14 Masks,,,Mask jie Mask jie 3-Ply Disposible,,,Single,"R9,80 200000 R1 960 000,00",Platinum Medical and Surgical,,,,
Health 2020/07/14 | Masks,,,Mask jie Mask ical) 3-Ply Disposible,,,Single,"R8,43 200000 R1 685 900,00",| Rodin Logistics,,,,
Health 2020/07/14 | Masks,,,Mask jie Mask jical) 3-Ply Disposible,,,Trading  Single,"R9,53 200000 R1 906 700,00",i,,,,
Health,,,Other Various Hospitals - Rebuild 10X400L Autoclaves For COVID-19 Sites,,,In KZN Health Facilitias i,"R2 092 778,63 1 R2 092 778,63",| Sterilizer T: jie,,,,
Health 2020/04/24 | Masks,,,Mask ji Mask ical) 3-Ply Disposible,,,Units / Single,"R11,75 200000 R2350000,00",| AKSS Projects,,,,
Health 2020/04/24 | Masks,,,Mask jie Mask (Surgical) 3-Ply Disposible,,,Units / Single,"R11,75 200000 R2350000,00",| Coffee Creative Studio,,,,
Health 2020/04/24 | Masks,,,Mask jie Mask ical) 3-Ply Disposible,,,Units / Single,"R11,68 200000 R2 336 000,00",| Cargro Investment Holdings,,,,
Health 2020/04/24 | Gloves,,,Gloves: (Latex) Non-Sterlle,,,Box /100,"R183,00 5000 R915 000,00",Seber Trading 622 CC,,,,
Health 2020/04/24 | Gloves,,,Gloves: ination (Latex) ination Non-Sterile,,,Box /100,"R183,00 15000 R2 745 000,00",i Trading 622 CC,,,,
Health 2020/04/24 | Gloves,,,Gloves: Examination (Latex) | Examination Non-Sterlle,,,Box /100,"R183,00 20000 R3 660 000,00",| Sebenzanl Trading 622 CC,,,,
Human Settlements,,Sanitizers,Disinfectant,Hydrogen Peroxide 30% or Higher,,,"R2 287,35","R457 470,00 | MX Distributors",,,,
Human Settlements,,Sanitizers,- Bar,NIA,,,,"R1 147 572,58 |",Intuthuko,,,
Human Settlements,,,Decontamination Services,Decontamination of the offices and cars,16 floors and 30,cars.,,"R18 055,00",Pest Services,,,
,,Masks,Masks (Cloth),Masks,Each,,,"R41 630,00",House of Graduates,,,
,,,,,,a,,,,,,
ett es,,,[a Colello gd,DESCRIPTION,Ss ore,oef h in),Paevis,Sle Ems,,,,
,,,,,,incl.,,,,,,
Office of the Premler,,,Sanitizers. Sanitizer  Santitizers for the Department,,500 ml,"R62,10",,"R6 210,00  Unitrade",,,,
| Office ofthe Premier = ~=~—~—~—~«YSs«2020/03/3|1,,,Gloves Gloves,Gloves (madium and Small),Box,"R47,86",6,"R287,16 Medi -Core Technologies",,,,
Office of the Premier 2020/04/07,,,Catering Catering De I,Catering for team,unit,"R232,48",80,"R18 598,75 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/04/16,,,Catering Catering D,Catering for team,unit,"R216,58",80,"R17 326,50 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/04/22,,,Catering Catering De,Catering for team,unit,"R223,84",160,"R35 815,00 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/04/30,,,Catering Catering Departmental,Catering for command team,unit,"R260,84",80,"R20 867,50  Jailbreak Caterers",,,,
Office of the Premier 2020/03/26,,,Advertisements | Advert: Marketing,Marketing,unit,"R145 875,00",1,"R145 875,00 Open Season Multimedia",,,,
Office of the Premier 2020/04/14,,,is Advert : fit,it,unit,"R228 525,57",1,"R228 525,57 Izibuko",,,,
Office of the Premier 2020/05/07,,,Catering Catering Command Centre,Catering,Number of attendees,"R216,02",80,"R17 281,25 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/05/08,,,Masks Masks (Cloth),Clothing face mask,Unit,"R22,58",3000,"R67 750,00 Bruno's Custom Clothing",,,,
Office of the Premier,,,Thermor Digital,Digital Body Thermometer scan,Unit,"R2 300,00",15,"R34 500,00 Logan Medical & Surgical (Pty) Ltd",,,,
,,,,,,,,,,,,
Office of the Premier 2020/05/12,,,Catering Catering Command Centra,Catering  Number of attendees,,"R249,69",80,"R19 975,00 Sweety NU 4U",,,,
"Office of the Premier 2020/05/13,",,,Sanitizers Sanitizer,Sanitizers,Unit,"R78,40",1000,"R78 400,00 Unitrade",,,,
Office of the Premler 2020/05/13,,,Catering Catering Di,Catering,Number of attendees,"R275,06",160,"R44 010,00 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/05/19,,,Catering Catering Command Centre,Catering for team,Number of,"R273,75",80,"R21 900,00 Jailbreak Caterers",,,,
Office of the Premler,,,Catering Catering D,Premler’s meeting with Religious sector,Number of at,"R92,00",35,"R3 220,00 Occassion Shiner Catering and Decor",,,,
Office of the Premier,,,Catering Catering Command Centre,Catering for team,Number of,"R185,45",100,"R18 545,00 Jailbreak Caterers",,,,
Office of the Premler,,,PPE Visor! Face-Shleld,Face Shleld,Each,"R43,13",200,"R8 625,00 Bidvest Waltons - Pletermaritzbt",,,,
Office of the Premier 2020/06/15,,,PPE Personnel Protective Equipment | Desk screens.,,Dimensions,"R632,50",200,"R126 500,00 Alpha Office Fuminture",,,,
Office of the Premier 2020/06/15,,,PPE Personnel Protective i,Desk screens,Di i,"R747,50",400,"R299 000,00 Alpha Office Fuminture",,,,
Office of the Premier 2020/06/17,,,Other Provide Details,T fion of bottled water donated to fight COVID-19 |,1 Pallet,"R1 301,01",99,"R128 799,99 Lovemore Bros Transport",,,,
Office of the Premier,,,Catering Catering Command Centre,Catering for team,number of,"R192,83",100,"R19 262,50 Occassion Shiner Catering and Decor",,,,
Office of the Premier,,,Catering Catering Command Centra,Catering for Command team,Number of,"R221,50",100,"R22 150,00 Jailbreak Caterers",,,,
Office of the Premier,,,Catering Catering Command Centre,Catering for Command team,Number of,"R188,50",100,"R18 850,00. Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/07/07,,,Catering Catering Command Centra,Catering for Command team,Number of,"R236,83",80,"R18 946,24 Occassion Shiner Catering and Decor",,,,
Office of the Premier 2020/07/16,,,Sanitizers Sanitizer,"Decanting, rebottling and delivery of sanitizers.",ml,"R19,00",25000,"R475 000,00 Euphoric Technologies",,,,
,,,,,eet tS,,,,,,,
,,,QUALITY PRODUCT DESCRIPTION,UNIT OF,fe US fe) tee ee |S,,,,,,,
INSTITUTION,,,,OF UNITS ta,a Ne},,,,,,,
,,,,,(Cs UB,,,,,,,
Provincial Treasury 2020/03/26,,,Sanitizers Sanitizer Sanitizer 2°26 Litre,,"R3 450,00  R6 900,00Logan Medical  & Surgical (Pty) Ltd",,,,,,,
Provincial Treasury 2020/03/26,,,Sanitizers Sanitizer Medical Hand Sanitizer 30°500ML,500ml,"R103,50 30 R3 105,00 Allenco Medical & Dental supplies",,,,,,,
Provincial Treasury 2020/04/21,,,Gloves Gloves Latex Gloves 50 Boxes of 100 Units,Box of 100,"R49,86 50 R2 493,00 Evergreen Latex cc",,,,,,,
Provincial Treasury 2020/04/21,,,Masks Masks (Cloth) Face Mask 12 Boxes of 50 Units,Box of 50,"R516,24 12 R6 194,68 Unitrade",,,,,,,
Provinelal Treasury,,,Sanltizer Santtlzer4*25 Litre,25L.,"R13 800,00 1 R13 800,00 Logan Medical & Surgical (Pty) Ltd",,,,,,,
Provincial Treasury,,,Tr Th Digital aT,8,"R2 527,12 8 R20 216,96 i",,,,,,,
Provincial Treasury,,,Masks Masks (Cloth) 3 Layer cloth Mask,Each,"R25,00 1220 R80 500,00. Ubucubu Home",,,,,,,
Provincial Treasury 2020/05/18,,,PPE Visor! Face-Shield Acrylic Plastic Safety Shield Screen,Each,"Ré 200,00 1 R6 200,00 Bekezela",,,,,,,
Provincial Treasury  2020/05/18,,,PPE  Visor Face-Shleld acrylic Safety protective Barrlerrs with solld,Each,"Ré 375,00 4 R17 500,00 Bekezela Marketing",,,,,,,
Provincial Treasury 2020/05/26,,,PPE Visor! Face-Shield acrylic Safety protective Barrierrs with solid,Each,"R1 932,00 18 R34 776,00 Howards Production",,,,,,,
Provincial Treasury,,,Wet Wipes - Hand ‘Wet Wipes for use In the Photocopler,400pack,"R280,00 100 R28 000,00 Zaki Fitness",,,,,,,
Provincial Treasury 2020/03/17,,,Cleaning Cleaning Services 500ml Sanitizer with stand & refill weekly until july and sanitize door | Each,,"R5 512,50 4 R187 425,00 | Rainbow Moon Service",,,,,,,
,,,handles and main entrance 4 time s,a day for 4 months,,,,,,,,
Provincial Treasury 2020/05/27,,,Cleaning Decontamination Services Variation is raspect of deep cleaning,& daily offica disinfecting Each,"R23 034,88 3 R6S 104,64 Rainbow Moon Service",,,,,,,
,,,(Deep cleaning for three buildings),,"R190 008,00",,,,,,,
Provincial Treasury 2020/05/27,,,"PPE Protective Clothing Visor/Facial masks, durable heavy duty, face cloth masks,durable",| Each,"R27 144,00 7 Bonisa Mobile Projects",,,,,,,
,,,"proctective suit , safety boots, overshoes",,"R7 981,00",,,,,,,
Provincial Treasury 2020/06/15,,,Di Sanitizer Refill Bottles 100ml Sanitizer spray bottles.,Each,"R19,95. 400 Howards Production",,,,,,,
Provincial Treasury,,,PPE Personnel Protective Personal Protective Clothing,Each,"R34 775,00 1 R34 775,00 T&T Agencies",,,,,,,
Provincial Treasury 2020/06/24,,,Security Guards Additional securities,Each,"R47 942,58 5 R238 712,90 | East Coast Patrol CC",,,,,,,
,,,,,,,,eta e,,,,
,,,,,esse,eae |,UNIT OF,OF MEASURE,,OQFU ALUIN ‘nd ITS,Ce) eS,
INSTITUTION,,,,,,,SS,REDS),,,Il a ei,
,,,,,,,,(Incl. VAT),,,,
Public Works 202 0/03/19,,Sanitizers,Sanitizer,"Suppy and deliver 500ML BatiCide Hand Disinfectant 0.5% Chlorhexidine Gluconate  | 500ml  R149,50",,,,,,,"R28 900,00 RMA Consulting",
,,,,in 70% Alcohol,,,,,,,,
Public Works 2020/03/24,,Sanitizers,Sanitizer,ZNQ359/19/20: Appointment of,,a suitable servcice provider for the supply and delivery,500mI,"R92,00.",,1250,"R115 000,00 | Logan Medical & Surgical (Pty)",Ltd
,,,,of 1250 Hand,for the,D,,,,,,
Public Works 2020/06/28,,Cleaning,Fogging,ZNTO01/20/21: Appointment of the service provider to provide deep cleaning by means.,,,6 Offices (10 390,"R18,76",,10390,"R185 095,90 One Source Global",
,,,,of fogging,to disinfact all 6 KZN public works offices under Ethekwini,,Region Office and square metres),&,,,,
,,,,92 Vehicles,in preparation,for the retum,of employees to work 92 State Vehicles,,,,,
Public Works 2020/06/28,,Cleaning,Fogging,2NTO03/20/21: Appointment of the service provider to provide deep cleaaning by means:,,,T Offices (57 787,"R9,51",,57787,"R549 583,26 | V-Tom Trading",
,,,,of fogging,to disinfact all 7 KZN,public works offices under North Coast,Region Office square metres),&,,,,
,,,,and 127 Vehicles,In preparation for the return,,of employees to work 127 State Vehicles},,,,,
Public Works 2020/06/28,,Cleaning,Fogging,2NT62/20/21: Appointment of the servica provider to provide deep cleaning by means,,,5 Officas (22 222,"R20,18",,22222,"R448 495,51 | Ngcebo Agricultural and",
,,,,of fogging to disinfact,all 5 KZN,public works offices under Mikdands,Reglon Office and square metres),&,,,Rural Development,
,,,,66 Vehicles,in preparation,for the ratum,af employees to work 66 State Vehicles,,,,,
Public Works 2020/08/28,,Cleaning,Fogging,2ZNT04/20/21: Appointment of the service provider to provide deep cleaning by means,,,5 Offices (32 626,"R19,39",,32626,"R632 500,00 | RMA Consulting",
,,,,of fogging,to disinfact all 5 KZN,public works offices under Head Officaand Southern,‘square metres),&,,,,
,,,,Region Office and 74 Vehicles,,in preparation for the return,of employees to work 74 State Vehicles,,,,,
,,,,,,,,aa,,,,
,,,,,,,,QUALITY,,,,
INSTITUTION,,ys a SE fol TV (¥),,io) Sted,aalel |,eel PTT,,Caan Ne) (incl. VAT) ETT,ORDER AMT,,SUPPLIER NAME,
Social Developm ent,,,,Masks (n95)  Mask - N95,,Pack of 50,,"R95,45,","R7 922,35",,Ngezolusha Suppliers and Trading t/a Nduru Services,
Social Development,,2020/03/25,,Masks Masks (n95) Mask - N95,,Pack of 20,,"R85,00 100","R8 500,00",,King K Trading,
Soclal Di ment,,2020/03/24,,Masks Mask ical) Mask - Surgical,,Pack of 20,,"R22,80 208","R4 742,40",,Suppllers and Trading t/a Nduru Services:,
Social Dx ment,,,,Masks Mask Mask - Surgical,,Pack of 100,,"R25,88 14700","R380 362,50",,Umn: Trading,
Social Ds ment,,,,Masks Mask (Sut Mask - Surgical,,Pack of 10,,"R195,00 16000","R23 120000,00 |",,Info Tech Evolution,
Social Development,,2020/03/25,,Masks Mask (Surgical) Mask - Surgical,,Pack of 50,,"R50,00 1600","R50 000,00",,King K Trading,
Social Development,,2020/03/19,,Masks Mask (Surgical) Mask - Surgical,,Pack of 80,,"R19,50 10000","R195 000,00",,Youth Development 12 (Pty) Ltd,
Social D ment,,,,Masks Mask Mask - Surgical,,Box of 50,,"R22,50 10000","R225 000,00",,Umn: Trading,
Soclal Di ment,,,,Masks Mask (Sul Mask - Surgical,,Box of 50,,"R34,50 10000","R45 000,00",,Mabugana Group t/a Aqua Amazing,
Social Development,,2020/04/01,,Masks Mask (Surgical) Mask - Surgical,,Pack of 50,,"R25,00 5000","R125 000,00",,Siphiwenonkosi Trading,
Social Development,,2020/04/01,,Masks Mask (FFP2) Mask - Surgical,,Pack of 50,,"R200,00 200","R40 000,00",,Ntethe Trading (Pty) Ltd,
Social Dr ment,,,,Masks Mask Mask - Surgical,,Single,,"R60,00 3000","R180 000,00",,Diaba (Pty) Ltd,
