Social Di ment,,,,Masks Mask (Surgi Mask - Surgical,,Single,,"R51,75 8500","R439 875,00",,Ibusaphi Trading (Pty) Ltd,
Social Di ment,,,,Masks Mask Mask - Surgical,,Single,,"R55,00 4500","R247 500,00",,Ingqikithi Trading,
Social Development,,2020/03/24,,"Gloves Gloves: Examination (Latex) ""Gloves - Surgical & Examination","- Natural Rubber Latex"" | Pack of",100.,,"R187,00 50","R7 850,00.",,Ngezolusha Suppliers and Trading t’a Nduru Services,
,,,,,,,,,,,,
Social Dr ment,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 100",,,,"R180,55 3000","R641 650,00",,Umn: Trading,
Social D ment,,,,"Gloves. Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 50",,,,"R120,00 3000","R360 000,00",,Info Tech Evolution,
Social Dy ment,,2020/03/19,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Box of 100",,,,"R185,00 268","R49 580,00",,Youth Di 12 (Pty) Ltd,
Social Development,,2020/03/20,,"Gloves Gloves: Examination (Latex) ""Gloves - Surgical & Examination - Natural Rubber Latex"" | Box of 100",,,,"R145,80 268","R39 074,40",,Umnyeovou Trading,
Soclal Di ment,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Box of 100",,,,"R212,75 268","R57 017,00",,Mabugana Group t/a Aqua Amazing,
Social Dx ment,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Box of 100",,,,"R300,00 166","R49 800,00",,King K Trading,
Social Dy,,,1,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex” | Box",,,,"R200,00 300","R60 000,00",,Trading,
Social Dr ment,,2020/04/01,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 100",,,,"R250,00 200","R50 000,00",,Ntethe Trading (Pty) Ltd,
Social Di,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 100",,,,"R110,00 110","R12 100,00",,Diaba (Pty) Ltd,
Social De,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 100",,,,"R402,50 3600","R1 449 000,00 |",,Ibusaphi Trading (Pty) Ltd,
Soclal Di ment,,,,"Gloves Gloves: (Latex) ""Gloves - Surgical & - Natural Rubber Latex"" | Pack of 100",,,,"R320,00 110","R35 200,00",,Inqlkith! Trading Enterp,
Social D,,,,iti Sanitizer iti,,§L,,"R630,00 909","R572 670,00",,Suppliers and Trading t/a Nduru Services,
Social D,,,,Sanitizer itis,,SL,,"R724,50 980","R710 010,00",,Urn: Trading,
Social Dr,,,,Sanitizer iti,,§L,,"R750,00 600","R450 000,00",,Info Tech Evolution,
Social D,,,,Sanitizer,,100m,,"R39,00. 12000","R468 000,00",,Ngome Steam Pot (Pty) Ltd,
Social D,,,,Sanitizer,,100m!,,"R40,00 12000","R480 000,00",,General Trading,
Social Development,,,,Sanitizer,,100m,,"R39,50 12000","R474 000,00",,Bhomela General Trading,
Social Development,,,,Sanitizer,,100ml,,"R40,00 12000","R480 000,00",,Ntathe Trading (Pty) Ltd,
Social Development,,,,Sanitizer,,5L Each,,"R607,50 100","R60 750,00",,Umnysovou Trading,
Social D ment,,,,Santtizer,,SL Each,,"R805,00 100","R80 500,00.",,Mabugana Group t/a Aqua Amazing,
Social Development,,,,Sanitizer,,SL Each,,"R517,50 50","R25 875,00",,Zama Trading (Pty) Ltd,
Social Dy,,,,Sanitizer,,SL Each,,"RS17,50 50","R25 875,00",,Zama Trading (Pty) Ltd,
Social Development,,,,Sanitizer,,5L Each,,"R650,00 50","R32 500,00",,Beyond Hospitality Solutions,
Soclal Development,,2020/03/19,,Sanitizers Santtizer Santtlsers,,SL Each,,"R780,00 100","R78 000,00",,Youth Development 12 (Pty) Lid,
Social Development,,2020/04/01,,Sanitizers Sanitizer Sanitisers,,SL Each,,"R600,00 200","R120 000,00",,Siphiwenonkosi Trading,
,,,,,,,,PRICE PER UNIT,,,,
INSTITUTION,,OF AWARD,PRODUCT,,,opie aed,a a,ere Cto Uersea,Saal SUPPLIER NAME,,,
,,,,,,,,ie),,,,
Social Development,,2020/04/01,Sanitizers,Santtizer,Sanitisers,,5L,"R890,00 10","R8 900,00 Ntethe Trading (Pty} Ltd",,,
Social Development,,2020/03/26,Sanitizers,Sanitizer,Sanitisers,,5L,"R1 100,00 10","R11 000,00 Mpumelelo Diaba (Pty) Ltd",,,
Soclal Ds,,2020/03/26,,Santtizer,,,SL,"R1 035,00 1000","R1 035 000,00 | lbusaphl Trading (Pty) Ltd",,,
Social Di,,,iti,Sanitizer,iti,,5L,"R950,00 22","R20 900,00 Ingikithi Trading is",,,
Social D ment,,,iti,Sanitizer,Sanitizer with Dispenser,,500 mi,"R115,00 500","R57 500,00 Ibusaphi Trading (Pty) Ltd",,,
Social Development,,2020/03/26,Sanitizers,Sanitizer,Sanitisers (H/O),,NIA,"R3 000,00 1","R3 000,00 NIA",,,
Social Development,,2020/03/24,Sanitizers,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Pack of 50,"R78,40 300","R23 520,00 Ngezolusha Suppliers and Trading t/a Nduru Services.",,,
Social Development,,,iti,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Pack of 100,"R90,16 4900","R441 784,00 Umnysovou Trading",,,
Social Development,,,iti,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Pack of 50,"R75,00 6000","R450 000,00 Info Tech Evolution",,,
Social Development,,2020/03/19.,Sanitizers,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Box of 100,"R110,00 1000","R110 000,00 Youth Development 12 (Pty)",Ltd,,
Social Development,,2020/03/19,Sanitizers,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes  Box of 100,,,"R110,00 1000","R110 000,00 Umnyesovou Trading",,,
Social Di ment,,,,Wipes - Tollet Seat,Other: Flushable Tollet seat wipes,,Box of 100,"R149,50 1000","R149 500,00 Group t/a Aqua Amazing",,,
Social Development,,,iti,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Box of 100,"R200,00 1000","R200 000,00 King K Trading",,,
Social Development,,2020/04/01,Sanitizers,Wipes - Tollet Seat,Other: Flushable Tollet seat wipes,,Box of 80,"R70,00 1000","R70 000,00 Sliphwenonkos!l Trading",,,
Ltd  Social Di,,1,iti,Wipes - Toilet Seat,Other: Flushable Toilet seat wipes,,Pack,"R40,00 100","Ré4 000,00 Ntethe Trading (Pty)",,,
Soclal De ment,,,,Wipes - Tollet Seat,Other: Flushable Tollet seat wipes,,Pack of 50,"R115,00 7650","R879 750,00 Ibusaphl Trading (Pty) Ltd",,,
Social Development,,,iti,Wet Wipes,- Hand Other: Pocket wet wipes,,Pack,"R29,00 12000","R348 000,00 Ngome Steam Pot (Pty) Ltd",,,
Social Di ment,,,,Wet Wipes,- Hand Other: Pocket wet wipes:,,pack of 72,"R55,00 12000","R660 000,00 General Trading",,,
Social Development,,,iti,Wet Wipes,- Hand Other: Pocket wet wipes,,Pack,"R28,10 12000","R349 200,00 Bhomela General Trading Enterpri",,,
Soclal D ment,,,,Wet Wipes,- Hand Other: Pocket wet wipes,,Pack,"R30,00 12000","R360 000,00 Ntethe Trading (Pty) Ltd",,,
Social Di,,,Dis,Pump,Other: Plastic Hand Pump,,4L,"R87,25, 600","R52 350,00 Suppliers and Trading t/a Nduru Services.",,,
Social D,,,Dis,Pump,Other: Plastic Hand Pump,,1L,"R93,15 490","R45 643,50 l Trading",,,
Social Di,,,Dis,Pump,Other: Plastic Hand Pump,,4L,"R85,00 300","R25 500,00 Info Tach Evolution",,,
Social D,,,Dis,Pump,Other: Plastic Hand Pump,,1Lea ch,"R159,00 100","R15 900,00 l Trading",,,
Social Di,,,Dis,Pump,Other: Plastic Hand Pump,,1Leach,"R103,50 100","R10 350,00 Group tfa Aqua Amazing",,,
Social Dr,,,Dis,Pump,Other: Plastic Hand Pump,,1Leach,"R32,20 68","R2 189,60 Zama Trading (Pty) Ltd",,,
Social Di,,,Di,Pump,Other: Plastic Hand Pump,,1Leach,"R32,20 166","R5 345,20 Zama Trading (Pty} Ltd",,,
Social Di,,,Dis,Pump,Other: Plastic Hand Pump,,1Leach,"R75,00 100","R7 500,00 Beyond Hospitality Solutions",,,
Social Development,,2020/03/19.,Dispensers,Pump,Other: Plastic Hand Pump,,1Leach,"R75,00 100","R7 500,00 Youth Development 12 (Pty)",Ltd,,
Social Dr,,1,Dis,Pump,Other: Plastic Hand Pump,,1Leach,"R100,00 500","R50 000,00 iphin i Trading",,,
Social Development,,2020/04/01,Dispensers,Pump,Other: Plastic Hand Pump,,4L,"R100,00 18","R1 800,00 Ntethe Trading (Pty) Ltd",,,
Social Dr,,,Dis,Pump,Other: Plastic Hand Pump,,qL,"95,00 15","R1 425,00 Dlaba (Pty) Ltd",,,
Social Di ment,,,DI,Pump,Other: Plastic Hand Pump,,,"R100,00 I}","R3 500,00 Inqikith! Trading",,,
Social Ds,,,PPE,Faca towels,Other: Face Towels,,,"R58,00 12000","R696 000,00 Ngome Steam Pot (Pty) Lid",,,
Social Di ment,,,PPE,Face towels.,Other: Face Towels,,,"R57,00 12000","R684 000,00 Velakabusha General Trading",,,
Social Di,,,PPE,Faca towels.,Other: Face Towels,,,"R58,00 12000","R696 000,00 Bhomela General Trading",,,
Soclal D,,,PPE,Face towels,Other. Face Towels,,,"R60,00 12000","R720 000,00 Ntethe Trading (Pty) Lid",,,
Social D ment,,,if,Other: Soap,"Other: Soap  R19,00",,,12000,"R228 000,00 | Ngome Staam Pot (Pty) Ltd",,,
Social D ment,,,iti,Other: Soap,Other: Soap,,,"R19,00 12000","R228 000,00 Velakabusha General Trading",,,
Social Development,,2020/03/27,iti,Other: Soap,Other: Soap,,,"R20,00 12000","R240 000,00 Bhomela General Trading",,,
Social Development,,2020/03/27,Sanitizers,Other: Soap,Other: Soap,,,"R20,00 12000","R240 000,00 Ntethe Trading (Pty) Ltd",,,
Social Development,,2020/03/27,Blankets,Blankets.,Other: Blankets,,,"R500,00 12000","R6 600 000,00 | LNA Communications",,,
Social D,,2020/03/27,Blankets,Blankets,Other: Blankets,,,"408,25 12000","Ré4 899 000,00 | Rosetta",,,
Social Development,,,Blankets,Blankets.,Other: Blankets,,,"R402,50 12000","Ré4 830 000,00 | Zain Brothers cc",,,
Social D ment,,,Blankets,Blankets,Other: Blankets,,,"R559,00 12000","R6 708 000,00 | Gibela",,,
Social Development,,2020/03/27,Dispensers,Santtizer,Reflll Funnel Other: Funnel,,,"R35,00 §","R175,00 Mpumelelo Diaba (Pty) Ltd",,,
Social Development,,,Dis,Sanitizer,Refill Funnel Other: Funnel,,,"R23,00 400","R9 200,00 Ibusaphi Trading (Pty) Ltd",,,
Soclal Dr,,,Cleaning,Cleaning Services,Cleaning Services,,,"R27 360,00 1","R27 360,00 Matata Co-operative",Ltd,,
Social Di,,2020/04/07,Catering,Homeless Shelter,Catering for,sheltered by the De,,"R274 744,80 1","R274 744,80 SRB Suppliars",,,
Soclal Development,,2020/04/07,Catering,Grant Receplents,Catering for SASSA grant recipients,,,"R62 675,00 1","R62 675,00 Nto's Catering cc",,,
Social Di ment,,2020/04/07,Catering,Homeless Shelter,Catering for,"sheltered by the De  R3 280 558,25",,1,"R3 290 558,25 | Nto's Catering cc",,,
Social Development,,2020/04/07,Catering,Grant Receplents.,Catering for SASSA grant recipients.,,,"R42 500,00 4","R42 500,00 Skeeloz Trading",,,
Social Di,,,Catering,Grant,i Catering for SASSA grant,,,"R97 000,00 1","R97 000,00 Izindlu 247 Trading and Constructior",,,
Social Development,,2020/04/07,Catering,Grant Recepients,Catering for SASSA grant recipients,,,"R43 000,00 1","R43 000,00 Impumeleloyeqadi Trading(Pty)",Ltd,,
Social Di,,,Catering,Grant,i Catering for SASSA grant,,,"R43 000,00 1","R43 000,00 TC Thobza Trading",,,
Social D,,2020/04/07,Catering,Grant,i Catering for SASSA grant,,,"R43 250,00 41","R43 250,00 Nisawiz",,,
Social D,,2020/04/07,Catering,Grant,i Catering for SASSA grant,,,"R54 000,00 4","R54 000,00 Trading (Pty)",Ltd,,
Social D,,2020/04/07,Catering,Grant,i Catering for SASSA grant,,,"R52 500,00 41","R52 500,00 i",,,
Social Development,,2020/05/05,Groceries,Food parcels,Food parcels: The Department has profiled,a total,,"R8 774 000,00 1","R3 774 000,00 | N/A",,,
,,,,,number of 45 146 applicants and distributed,14 331 SRD,,,,,,
,,,,,Food parcels during CORVID-19,,,,,,,
Social Dr,,2020/05/14,Catering,Homeless Shelter,Catering services,,Each,"R115,00 20","R2 300,00 Chriss BEE Catering",,,
Social Di,,2020/05/14,Catering,Homeless Shelter,Catering services,,Each,"R154,85 40","R6 194,00 Bathull Trading",,,
Social Development,,2020/04/30,Catering,Homeless Shelter,Catering services,,"Breakfast, Lunch & Supper","R170,00 372","R63 240,00 Mamsomi Trading",,,
Soclal Di ment,,,Catering,Homeless Shelter,catering services  Each,,,"R115,00 20","R2 300,00 Chriss BEE Catering",,,
Social Development,,2020/05/29,Catering,Homeless Shelter,catering services,,Each,"R70,00 40","R2 800,00 Bathuli Trading",,,
Social De  TI,,,,Th,Infrared,Infrared,Each,"R1 437,50 55","R79 062,50 Ezutwinl Projects",,,
Social Di ment,,,Catering,Catering,De catering services,,Each,"R115,00 20","R2 300,00 Chriss BEE Catering",,,
Social Development,,2020/04/17,Catering,Homeless Shelter,Catering for Homeless Shelter,,3 meals per day for,"R170,00 180","R30 600,00 Mamsoml Trading",,,
,,,,,,,12 people,,,,,
Social D ment,,,Catering,Homeless Shelter,Catering for Homeless Shelter,,"3 meals per day for 10 peopleR120,00",150,"R18 000,00 Nkwabe Trading and Projects",,,
Social Di ment,,,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R25 908,48. 1","R25 908,48 Esonole Trading and Projects",,,
Social D ment,,,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R32 000,00 1","R32 000,00 Abafikile Trading & Projects.",,,
Social Development,,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R28 600,00 1","R29 600,00 Phila & Nana Trading",,,
Social Development,,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R35 851,23 41","R35 851,23 Lathobs Cleaning & Hygiene Services.",,,
Social Development,,2020/05/28,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R87 761,23 1","R37 761,23 Lathobs Cleaning & Hygiene Services",,,
Social Di,,,Cleaning,,Cleaning Services,,1 Month,"R47 898,00 41","R47 898,00 Sibongile N C: i",,,
Social De ment,,,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R76 423,42 1","R76 423,42 C Mthule Ce fion PTY",,,
Social Dr,,,Cleaning,Cleaning Services,Cleaning Services  1 Month,,,"R89 922,50 41",R89 922.50 ¢ Mthule Ci lion PTY,,,
Social Di,,,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R53 440,00 1","R53 440,00 Projects",,,
Social Development,,2020/05/29,Cleaning,Cleaning Services,Cleaning Services,,1 Month,"R57 490,00 41","R57 490,00 Matata Agricultural Co-operative",Lid,,
Soclal Di ment,,1,Catering,Catering Departmental,Catering De,ntal,2 Weeks,"R157 500,00 1","R157 500,00 Delanl Trading",,,
Social Development,,2020/06/01,Catering,Catering Departmental,Catering Departmental,,2 Weeks,"R33 600,00 1","R33 600,00 Esonole Trading and Projects",,,
Social Di ment,,1,Catering,Catering Departmental,Catering De,ntal,2 Weeks,"R58 100,00 1","R58 100,00 Bright Future Ci",,,
Social Di ment,,,Catering,Homeless Shelter,Catering Homeless,,Meals,"R115,00 40","Ré4 600,00 Velvet Ropes Lifestyle",,,
Social Di,,,Catering,Homeless Shelter,Catering Homeless,,Meals,"R100,00 20","R2 000,00 Catering",,,
Social Development,,2020/06/15,Catering,Catering Departmental,Catering Departmental,,Meals,"R120,00 150","R18 000,00 Nkwabe Trading & Projects",,,
Social Development,,2020/06/12,Cleaning,Cleaning Services,Deep Cleaning and Sanitation,,square meter,"R99 943,58 1","R99 943,58 Mazel Industrial Products t/a Kleenline",,,
Social Di ment,,2020/06/12,Cleaning,Cleaning Services,Deep Cleaning and,itatic,square meter,"R37 458,48 1","R37 458,48 Empedic | (Pty)",Lid,,
Social D,,,Catering,Homeless Shelter,Lunch,,Each,"R45,00 3500","R157 500,00 Delani Trading",,,
Social Di,,,Catering,Homeless Shelter,,"Lunch, Supper",Each,"R120,00 490","R58 800,00 Bright Future Ci",,,
Social D,,,Catering,Homeless Shelter,Bi,"Lunch, Supper",Each,"R120,00 2904","R35 280,00 Esonole Trading and Projects",,,
Social Di ment,,,Catering,Homeless Shelter,Lunch  per person,,,"R45,00 8000","R360 000,00 Delani Trading",,,
Social Dr,,,Catering,Homeless Shelter,,"Lunch, Supper",per person,"R120,00 1120","R134 400,00 Bright Future Ci",,,
Social Development,,2020/06/26,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",,per person,"R120,00 672","R80 640,00 Esonole Trading and Projects",,,
Social Development,,2020/06/30,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",,per person,"R120,00 40","Ré4 800,00 Sebenzinzuzo Cleaning Service",,,
Social Development,,2020/06/30.,Catering,Homeless Shelter,"Breakfast, Lunch, Supper",,per person,"R75,00 20","R1 500,00 Charile and Lucky Trading Enterprise",,,
Social  Dr  Dis,,,,,sprayers Knapsack sprayers,,16L,"R1 150,00 30","R34 500,00 Intyatyambo Creations",,,
Social Development,,2020/07/03,PPE,Personnel Protective Equipment],Personnel Protective Equipment,,Each,"R280,00 50","R14 000,00 Intyatyambo Creations",,,
Social Development,,2020/07/03,,Visor! Face-Shield,Visor! Face-Shield,,"R12 000,00",Intyatyambo Creations,,,,
Social,,2020/07/16,Themometers,Thermometers: Infrared,Thermometers,"R1 437,50","R79 062,50",Thembakosi,and Hardware,,,
Social Development,,2020/07/02,Themometers,Thermometers: Infrared,Thermometer,"R1 499,00","R433 211,00",Custelihle Ltd,,,,
Social Development,,2020/07/12,Sanitizers,Sanitizer with Dispenser,Plastic Hand Pump/ Spray filled with,95,"R47 500,00",Aramaya,,,,
,,,,,70% alcohol,,,,,,,
Social,,2020/07/12,Sanitizers,Sanitizer,Surface sanitizer gel 70% alcohol,"R1 600,00","R32 000,00",,,,,
Social Development,,2020/07/12,Sanitizers,Sanitizer with Dispenser,1L Pump/ Spray surface sanitizer gel filled,"R96,00","R2 880,00",,,,,
,,,,,with 70% alcohol,,,,,,,
,,,,,,,,PRICE PER UNIT,,,,
Peet rern,,eee,PRODUCT,,,De) tre] ate,au a,OFf l MaErAiSaU)R E OQFU AULNIITTYS,bt nel CUS,,,
,,,,,,,,late By,,,,
Sport and Recreation,,,Sanitizers,Sanitizer,,Hand Sanitizers,,"R103,50","R10 350,00 Allenco Medical & Dental supplies",,,
Sport and Recreation,,2020/03/18,Sanitizers,Sanitizer,,Hand Sanitizers,500m!,"R70,00 25","R1 750,00 Logan Medical & Surgical (Pty) Ltd",,,
Sport and Recreation,,2020/04/01,it,Sanitizer,,Hand Saniti,500ml,"R80,50 500","R40 250,00 Logan Medical & Surgical (Pty) Ltd",,,
Sport and Recreation  TI,,,,TI  Infrared,,Infrared Th,Each,"R2 645,00 12","R31 740,00 Renrick Business Solution",,,
Sport and Recreation,,2020/04/30,Masks,Masks (Cloth),,Cloth Mask,Each,"R25,00 200","R5 000,00 ibanisi Projects",,,
Sport and Recreation,,,,Sanitizer,,Hand,500ml,"R60,00 12","R720,00 Dr.",,,
Sport and Recreation,,2020/04/30,Dispensers,Sanitizer Refill,Bottles,Sanitizer Refill Bottles,Each,"R18,50 25","R412,56 Victoria Packaging, Pmburg",,,
Sport and Recreation,,"2020/04/30,",Dispensers,Sanitizer Refill Pump.,,Sanitizer Refill Pump,Each,"R20,17 1","R20,17 Victoria Packaging, Pmburg",,,
Sport and Recreation,,2020/05/13,Cleaning,Fagging,,Sanitization and fogging (Newcastle),Site - aach / Sqm (Newcastle),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and n,,2020/05/13,Cleaning,Fogging,,and fogging (Ladysmit,Site - each / Sqm {Ladysmit,"R2 875,00 1","R2 875,00 Bidvest Stelner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fagging,,"itization and fogging (Ugu, Margate)",Sita - each / Sqm,"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and n,,2020/05/13,Cleaning,Fogging,,"and fogging (HGW,  Ixopo)",Site- each / Sqm {Ixopo),"R2 875,00 1","R2 875,00 Bidvest Stelner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,Sanitization and fogging (Dundes),Site - each / Sqm (Dundes),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,jitization and fogging (Richards Bay),Site - each / Sqm (Richards Bay),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,itization and fogging (Ulundi),Site - each / Sqm (Ulundi),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and ition,,2020/05/13,Cleaning,Fogging,,"itization and fogging (Mayville, Din)","Site - each / Sqm (Mayville, Don)","R3 450,00 1","R3 450,00 Bidvest Steiner Newcastle",,,
Sport and ition,,2020/05/13,Cleaning,Fogging,,"itization and fogging (H/O, Pmb)",Site - each / Sqm (H/O - Pmburg),"R3 754,75 1","R3 754,75 Bidvest Steiner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,itization and fogging (Stanger),Site - each / Sqm Stanger),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,Sanitization and fogging (Truro House),Site - each / Sqm (8th Floor Truro),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and Recreation,,2020/05/13,Cleaning,Fogging,,Sanitization and fogging (Hluhluwe),Site - each / Sqm (Hluhluwe),"R2 875,00 1","R2 875,00 Bidvest Steiner Newcastle",,,
Sport and i,,,i,Advert :,it,Advert: it,Each,"R24 890,00 1","R24 890,00 Ci ji",,,
Sport and i,,,is,Advert :,ir,Advert: i,Each,"R59 782,52 1","R59 782,52",,,
Sport and,,,,Advert :,,Advert:,Each,"R24 464,00 1","R24 464,00 Nqubeko Ci Radio Station",,,
Sport and ition,,,i,Advert :,it,Advert: it,Each,"R34 689,52 1","R34 689,52 llanga",,,
Sport and,,,,Advert :,,Advert:,Each,"R28 500,00 1","R2s 500,00 Inanda 88.4 FM",,,
,,,,,,,,,,,,
Sport and i,,,i,Advert :,it,Advert: it,Each,"R22 000,00 1","R22 000,00 l Ce ity Radio",,,
Sport and,,,,Advert:,,Advert:,Each,"R21 000,00 1","R21 000,00 Rise Ce Radio",,,
Sport and i,,2020/06/19,Other,Provide Details,,Sport Equi Packs,Pack,"R4 023,85 50","R201 192,50 | Solly M Sports",,,
Sport and n,,,Cleaning,Fogging,,Sanitizing and Hot Fogging the Office,Square Meter,"R7,36 1400","R10 304,00 Thula Muntu De Services",,,
Sport and ition,,,Masks,Masks (Cloth),,Cloth Masks,Each,"R16,00 1500","R24 000,00 Zakhi Fitness.",,,
Sport and ition,,,PPE,Personnel Protective,,i Screen Guards for Reception Desks,Each,"R450,00 16","R7 200,00 Zakhi Fitness.",,,
Sport and ition,,,Dis,Pump.,,Hand sanitizer di:,Each,"R750,00 25","R18 750,00 Zakhi Fitness",,,
Sport and Recreation,,,itt,Di,,Hand saniti,Each,"RS0,00 1000","R50 000,00 Zakhi Fitness",,,
Sport and Recreation,,2020/07/13,Cleaning,Fogging,,Decontamination of Offices,Cubic Meter,"R2,15 3297","R? 090,20 MDG",,,
,,,,,,,PRICE PER UNIT,,,,,
,,DATE,,pyre ane,,a,OF MEASURE = QUALITY ob ER AMT,SUPPLIER NAME,,,,
INSTITUTION,,oF AWARD,,,,MEASURE,pe eT Tt,,,,,
Transport,,,Couri er Courier of Personnel Protective Equipment  Courier Services,,,12 ton,"R23,01 R46 019,32",Biddulphs Removals & Storage,,,,
Transport,,2020/04/15,Courier Courier of Personnel Protective Equipment,Courier Services,,"1,389 tons","R143,64 70  R10 054,88  Skynet South Africa",,,,,
Transport,,2020/03/20,itt,Hand Disi Disinfectar,,25 litres,"R3 450,00 70 R241 500,00 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,,iti,Hand Disi Disi,,500ml,"R92,00 2000 R184 000,00 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,,Masks,Mask Surgical 3 Ply Earloop Mask ji,,Box,"R17,25 50000 R862 500,00 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,,iti,Hand Disi Disi,,500mI,"R92,00 2000 R184 000,00 | Logan Medical",& Surgical (Pty),,Ltd,,
,,,,,,,,,,,,
Transport,,,iti,Hand Disint Disinfectar,,500m!,"R92,00 3750 R345 000,00 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,2020/05/15,Surface,Disi Dl,,564eq m,"R337,08 564 R180 111,15 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,,iti Surface,Digi Sanitizer,,20L,"R1 390,00 100 R139 000,00 |",Civil & Supply Solutions,,,,
Transport,,,Cleaning Spray Bottled,De Services,,1.5L,"R250,00 60 R15 000,00",CNil & Supply Solutions,,,,
Transport,,,Cleaning Spray Bottled,Di ination Services,,5L,"480,00 60 R28 800,00 _|",Civil & Supply Solutions,,,,
Transport,,2020/08/22,Masks Clear Face masks,Mask (FFP2),,Each,"R16,16 300 Ré4 848,00",Van Schalk Bookstore,,,,
Transport,,2020/05/01,Cleaning,Disinfection of public Serving Offices Decontamination Services,,"2244,988sq","990,79 2245 R2 224 334,11 | Logan Medical",& Surgical (Pty),,Ltd,,
Transport,,"2020/05/29,",rs,Foot Di ints: Sanitizer,,Each,"R600,00 200 R120 000,00",office fumitures,,,,
Transport,,,Dis,Foot Disii Sanitizer Refill Bottles,,Each,"R50,00 200 R10 000,00",i office furnitures,,,,
Transport,,,TI TI,Digital,,Each,"Rg90,00 120 R106 800,00 | Alframed",,,,,
Transport,,,Masks,Face Shields Masks (FFP1),,Each,"34,00 4000 R136 000,00",ion of Green Heart,,,,
Transport,,2020/07/07,Tl rs.,scanners Infrared,,Each,"R585,00 150 R87 750,00",Zenny Zondo Empire,,,,
Transport,,2020/07/17,Masks Cloth Masks,Masks (Cloth),,Each,"R8,c0 8431 R67 448,00",Ntandoyenkosi holdings,,,,
Transport,,2020/07/17,Masks,Face Shields Masks (FFP1),,Each,"R25,00 4000 R100 000,00 | Simulo",,,,,
